Name,Standarlized Name,Academic Influence Ranking (Concentrated Influence),Washington Monthly Ranking,UnitID,8-year graduation rate,Graduation rate rank,"Predicted graduation rate based on % of Pell recipients, incoming SATs, etc.",Graduation rate performance rank,Pell/non-Pell graduation gap,Pell graduation gap rank,Number of Pell graduates,Actual vs. predicted Pell enrollment,Pell performance rank,Earnings 10 years after college entry,Predicted earnings,Earnings performance rank,"Net price of attendance for families below $75,000 income",Net price rank,"Research expenditures, in millions",Research expenditures rank,Bachelor's to PhD rank,AmeriCorps/Peace Corps rank,ROTC rank,Percent of federal work-study funds spent on service,Percent of federal work-study funds spent on service rank,Earns Carnegie Community Engagement Classification?,Voting engagement points,Percent of grads with service-oriented majors,Service-oriented majors rank,Social mobility rank,Research rank,Service rank,State abbreviation,Times Higher Education Ranking (2022) ,City,State,US News Ranking (with ties) ,us_news_displayRank,us_news_schoolType,us_news_aliasNames,us_news_city,us_news_region,us_news_institutionalControl,us_news_isTied,us_news_actAvg,us_news_percentReceivingAid,us_news_acceptanceRate,us_news_tuition,us_news_hsGpaAvg,us_news_enrollment,us_news_satAvg,us_news_costAfterAid,us_news_Setting,Degree Choices Ranking,DC_economic_score,DC_cost,DC_earnings,DC_graduation_rate,Pell Students,UNITID,OPEID,URL,Men Enroll,Women Enroll,White Enroll,Black Enroll,Hispanic Enroll,Asian Enroll,AI/AN Enroll,NH/PI Enroll,2+ Races Enroll,Non-Res Aliens Enroll,Race Unkn Enroll,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Avg Cost (4yr),Adm Rate,Comp Rate (100%),Pub/Priv Type
university of baltimore,university of baltimore,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of central missouri,university of central missouri,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of central oklahoma,university of central oklahoma,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of cincinnati blue ash college,university of cincinnati blue ash college,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of cincinnati clermont college,university of cincinnati clermont college,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of dallas,university of dallas,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of dubuque,university of dubuque,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of evansville,university of evansville,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of florida-online,university of florida-online,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of guam,university of guam,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of hawaiʻi – west oʻahu,university of hawaiʻi – west oʻahu,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of hawaiʻi maui college,university of hawaiʻi maui college,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of holy cross,university of holy cross,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of houston–clear lake,university of houston–clear lake,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of houston–downtown,university of houston–downtown,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of houston–victoria,university of houston–victoria,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of illinois springfield,university of illinois springfield,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of jamestown,university of jamestown,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of lynchburg,university of lynchburg,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of maine at augusta,university of maine at augusta,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of maine at farmington,university of maine at farmington,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of maine at fort kent,university of maine at fort kent,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of maine at presque isle,university of maine at presque isle,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of maine–machias*,university of maine–machias*,,153,161244,37%,186,35%,76,-5%,94,46,-4%,133,,33480,125,7259,11,0,122,193,180,112,0%,187,NO,0,9%,67,91,193,187,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of mary hardin–baylor,university of mary hardin–baylor,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of mary washington,university of mary washington,403,78,232681,68%,116,72%,160,-1%,55,166,-8%,162,57550,56940,83,16285,92,0.8,68,128,97,72,8%,85,NO,6,14%,34,80,115,65,va,,,,154,#154,national-liberal-arts-colleges,,Fredericksburg,,public,FALSE,25,,86,31154,3.6,3493,1170,,Suburban,70,4.29,"$22,066","$60,613",68%,0.2045,232681,374600,https://www.umw.edu/,0.3753,0.6247,0.6454,0.0831,0.1214,0.0447,0.0017,0.0009,0.0488,0.0198,0.0343,0,0,0,0,0,0,0,29268,0.8579316203,0.5925,1
university of maryland global campus,university of maryland global campus,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of michigan–dearborn,university of michigan–dearborn,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of minnesota crookston,university of minnesota crookston,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of minnesota duluth,university of minnesota duluth,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of minnesota morris,university of minnesota morris,290,30,174251,60%,147,58%,70,-6%,104,98,5%,59,48394,46008,59,4634,5,0.9,62,88,180,112,17%,24,YES,6,6%,83,21,88,51,mn,,,,130,#130,national-liberal-arts-colleges,University of Minnesota Morris,Morris,,public,TRUE,,,78,16438,3.3,1068,,,Rural,80,4.56,"$10,541","$50,919",58%,,,,,,,,,,,,,,,,,,,,,,,,,,
university of mobile,university of mobile,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of montana western,university of montana western,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of montevallo,university of montevallo,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of mount olive,university of mount olive,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of mount union,university of mount union,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of nebraska at kearney,university of nebraska at kearney,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of new hampshire at manchester,university of new hampshire at manchester,303,76,183071,58%,151,54%,42,5%,8,48,6%,48,63436,53514,13,11368,33,0,122,191,180,112,0%,187,NO,0,0%,149,10,192,196,nh,,,,146,#146,national-liberal-arts-colleges,,Manchester,,public,TRUE,,,83,34664,,653,1110,,,,,,,,0.3872,183071,258901,manchester.unh.edu/,0.5108,0.4892,0.6844,0.0316,0.0966,0.0611,0.002,0.002,0.0296,0.002,0.0907,0,0,0,0,0,0,0,27263,0.8695733533,0.6034,1
university of new haven,university of new haven,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of north alabama,university of north alabama,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of north carolina asheville,university of north carolina asheville,458,55,199111,63%,142,67%,158,-5%,95,265,6%,44,43467,49703,172,10135,24,4,14,144,155,112,13%,39,NO,6,6%,84,42,64,98,nc,,,,139,#139,national-liberal-arts-colleges,UNC University of North Carolina Asheville,Asheville,,public,TRUE,21,,74,24809,3.5,2914,1140,,City,138,8.34,"$13,637","$44,030",64%,,,,,,,,,,,,,,,,,,,,,,,,,,
university of north carolina at pembroke,university of north carolina at pembroke,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of north georgia,university of north georgia,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of north texas at dallas,university of north texas at dallas,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of northern iowa,university of northern iowa,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of northwestern – st. paul,university of northwestern – saint paul,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of northwestern ohio,university of northwestern ohio,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of pikeville,university of pikeville,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of pittsburgh at bradford,university of pittsburgh at bradford,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of pittsburgh at greensburg,university of pittsburgh at greensburg,517,160,215275,37%,185,60%,198,-4%,84,86,-1%,110,59853,51026,14,13749,54,0,122,166,180,28,0%,187,NO,0,8%,71,103,171,186,pa,,,,-1,#186-204,national-liberal-arts-colleges,,Greensburg,,public,FALSE,18,,91,26504,,1306,1030,,Suburban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of pittsburgh at johnstown,university of pittsburgh at johnstown,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of portland,university of portland,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of providence,university of providence,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at aguadilla,university of puerto rico at aguadilla,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at arecibo,university of puerto rico at arecibo,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at bayamón,university of puerto rico at bayamón,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at carolina,university of puerto rico at carolina,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at cayey,university of puerto rico at cayey,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,#167,national-liberal-arts-colleges,University of Puerto Rico Cayey University College,Cayey,,public,TRUE,,,48,5354,,2559,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at humacao,university of puerto rico at humacao,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at mayagüez,university of puerto rico at mayagüez,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at ponce,university of puerto rico at ponce,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puerto rico at utuado,university of puerto rico at utuado,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of puget sound,university of puget sound,127,74,236328,77%,76,77%,89,-9%,135,93,5%,58,63206,60703,57,22769,179,0.9,64,64,15,109,7%,99,NO,4,21%,16,112,67,15,wa,,,,89,#89,national-liberal-arts-colleges,,Tacoma,,private,TRUE,26,51,83,59900,3.5,1712,1170,34748,City,92,4.82,"$37,164","$69,594",77%,0.1779,236328,379700,www.pugetsound.edu/,0.4246,0.5754,0.6583,0.0298,0.1157,0.0678,0.0029,0.0058,0.0864,0.0064,0.0269,0,0,0,0,0,0,0,73002,0.8265668849,0.6958,2
university of redlands,university of redlands,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of richmond,university of richmond,91,35,233374,85%,42,88%,150,-2%,61,147,1%,88,75013,68836,26,11534,34,3,22,87,133,35,6%,109,YES,0,5%,95,16,55,114,va,,,,25,#25,national-liberal-arts-colleges,,Univ. of Richmond,,private,TRUE,32,37,24,62600,3.8,3145,1400,26191,Suburban,22,2.47,"$28,649","$76,178",87%,0.1879,233374,374400,https://www.richmond.edu/,0.4624,0.5376,0.6008,0.0645,0.1013,0.0652,0.0023,0.0003,0.045,0.0981,0.0225,0,0,0,0,0,0,0,74354,0.2437343358,0.8331,2
university of rio grande,university of rio grande,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of saint francis,university of saint francis,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of saint mary,university of saint mary,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of science and arts of oklahoma,university of science and arts of oklahoma,357,148,207722,40%,178,42%,139,-15%,173,44,-13%,187,38380,34674,49,7058,10,0,122,181,148,112,9%,67,NO,1,16%,27,119,184,127,ok,,,,-1,#186-204,national-liberal-arts-colleges,,Chickasha,,public,FALSE,,,56,19470,,825,,,Rural,,,,,,0.4508,207722,316700,www.usao.edu/,0.3552,0.6448,0.6089,0.0495,0.0594,0.0087,0.0495,0,0.1262,0.073,0.0248,0,0,0,0,0,0,1,19687,0.5630252101,0.2808,1
university of scranton,university of scranton,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of silicon valley,university of silicon valley,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of sioux falls,university of sioux falls,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of south carolina aiken,university of south carolina aiken,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of south carolina beaufort,university of south carolina beaufort,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of south carolina upstate,university of south carolina upstate,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of southern indiana,university of southern indiana,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of southern maine,university of southern maine,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of st. thomas,university of saint thomas,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of tampa,university of tampa,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of tennessee at martin,university of tennessee at martin,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of tennessee southern,university of tennessee southern,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of texas permian basin,university of texas permian basin,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of the district of columbia,university of the district of columbia,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of the ozarks,university of the ozarks,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of the southwest,university of the southwest,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of the virgin islands,university of the virgin islands,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of the west,university of the west,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,-2,Unranked,national-liberal-arts-colleges,,Rosemead,,private,FALSE,,,,14018,,77,,,,,,,,,0.4416,449870,3696300,www.uwest.edu/,0.4068,0.5932,0.0339,0.0847,0.2542,0.1017,0,0,0.0169,0.4915,0.0169,0,0,0,0,0,1,0,27218,0.7826086957,0,2
university of valley forge,university of valley forge,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of virginia's college at wise,university of virginia's college at wise,846,118,233897,49%,172,50%,114,-11%,150,134,-7%,158,41478,41580,91,9138,18,1.3,53,184,180,10,6%,108,NO,5,8%,73,92,160,134,va,,,,165,#167,national-liberal-arts-colleges,University of Virginia Wise,Wise,,public,TRUE,19,,76,31546,3.5,1737,915,,Rural,140,9.05,"$9,536","$45,325",51%,0.5899,233897,374700,https://www.uvawise.edu/,0.4935,0.5065,0.7774,0.0977,0.0081,0.0131,0.005,0,0.0141,0,0.0846,0,0,0,0,0,0,0,23546,0.7556886228,0.2351,1
university of washington bothell,university of washington bothell,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of washington tacoma,university of washington tacoma,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of west alabama,university of west alabama,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of west florida,university of west florida,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–eau claire,university of wisconsin–eau claire,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–green bay,university of wisconsin–green bay,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–la crosse,university of wisconsin–la crosse,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–oshkosh,university of wisconsin–oshkosh,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–parkside,university of wisconsin–parkside,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–platteville,university of wisconsin–platteville,1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–river falls,university of wisconsin–river falls,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–stevens point,university of wisconsin–stevens point,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–stout,university of wisconsin–stout,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–superior,university of wisconsin–superior,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
university of wisconsin–whitewater,university of wisconsin–whitewater,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upper iowa university,upper iowa university,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ursinus college,ursinus college,107,145,216524,79%,66,76%,59,-5%,93,70,-1%,104,66169,64128,66,24635,190,0.7,74,78,138,112,4%,152,NO,0,0%,143,116,82,185,pa,,,,86,#86,national-liberal-arts-colleges,,Collegeville,,private,TRUE,28,71,82,59176,3.6,1527,1180,35726,Suburban,59,3.92,"$31,493","$73,721",74%,0.1962,216524,338500,www.ursinus.edu/,0.5183,0.4817,0.7495,0.0718,0.0704,0.0346,0.002,0,0.0432,0.004,0.0246,0,0,0,0,0,0,0,73603,0.8220574606,0.6911,2
ursuline college,ursuline college,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utah tech university,utah tech university,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utah valley university,utah valley university,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utica university,utica university,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valencia college,valencia college,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
